tradeno,tradedate,tradetime,secid,price,quantity,value,buysell,tradingsession
798,18.11.2007,20:12,ROSN,1233.93,79,97480.47,S,1
799,29.02.2004,22:46,ROSN,4140.97,861,3565375.17,S,1
800,24.09.2005,16:40,ROSN,501.91,157,78799.87,S,1
801,01.09.2008,22:54,ROSN,679.96,1375,934945.0,S,1
802,24.01.2001,6:14,ROSN,4563.34,1639,7479314.26,S,1
803,21.06.2018,17:20,ROSN,2968.19,219,650033.61,B,1
804,12.10.2010,10:11,ROSN,3303.35,870,2873914.5,S,1
805,04.04.2022,14:23,ROSN,3170.61,1712,5428084.32,B,1
806,18.06.2021,1:58,ROSN,4651.2,1208,5618649.6,B,1
807,08.01.2005,11:39,ROSN,108.71,522,56746.62,B,1
808,27.10.2018,20:42,ROSN,3669.9,1663,6103043.7,S,1
809,30.03.2017,21:53,ROSN,861.49,365,314443.85,S,1
810,28.04.2022,11:00,ROSN,3660.78,1072,3924356.16,B,1
811,07.08.2016,22:23,ROSN,4865.18,32,155685.76,S,1
812,30.06.2015,9:22,ROSN,4868.73,1069,5204672.37,B,1
813,08.11.2008,15:51,ROSN,2054.02,1009,2072506.18,S,1
814,07.07.2013,6:01,ROSN,2009.24,303,608799.72,B,1
815,11.03.2010,16:38,ROSN,1054.96,1718,1812421.28,S,1
816,21.10.2005,11:07,ROSN,4653.68,219,1019155.92,B,1
817,20.09.2017,18:36,ROSN,881.28,1202,1059298.56,B,1
818,09.09.2000,2:45,ROSN,1997.26,1511,3017859.86,S,1
819,10.07.2006,5:17,ROSN,3443.62,1057,3639906.34,S,1
820,19.02.2013,9:34,ROSN,3455.84,412,1423806.08,S,1
821,01.09.2017,10:03,ROSN,3231.41,665,2148887.65,B,1
822,12.09.2020,8:02,ROSN,4538.12,268,1216216.16,B,1
823,01.08.2022,16:37,ROSN,2590.37,61,158012.57,S,1
824,14.09.2022,8:09,ROSN,2746.04,500,1373020.0,B,1
825,04.11.2011,21:51,ROSN,630.67,1852,1168000.84,B,1
826,22.10.2014,6:49,ROSN,4292.21,438,1879987.98,S,1
827,14.02.2023,13:43,ROSN,3023.31,1480,4474498.8,B,1
828,17.02.2018,12:14,ROSN,4722.27,1334,6299508.18,S,1
829,11.10.2020,1:51,ROSN,1748.88,796,1392108.48,S,1
830,07.08.2005,2:42,ROSN,1378.58,1906,2627573.48,S,1
831,13.02.2023,16:48,ROSN,3328.87,285,948727.95,B,1
832,05.01.2006,11:44,ROSN,3813.64,435,1658933.4,S,1
833,08.11.2019,18:07,ROSN,3695.42,1472,5439658.24,S,1
834,12.05.2003,14:37,ROSN,2295.45,387,888339.15,S,1
835,30.09.2015,17:06,ROSN,741.5,1314,974331.0,S,1
836,17.09.2011,22:28,ROSN,323.04,1877,606346.08,S,1
837,25.10.2020,3:51,ROSN,231.05,1719,397174.95,S,1
838,13.12.2007,18:18,ROSN,1941.8,669,1299064.2,S,1
839,13.09.2011,0:52,ROSN,3863.75,1966,7596132.5,S,1
840,08.03.2001,3:16,ROSN,1341.05,1758,2357565.9,S,1
841,08.04.2004,18:15,ROSN,4746.64,103,488903.92,S,1
842,05.12.2004,16:00,ROSN,3921.67,158,619623.86,S,1
843,04.10.2007,12:37,ROSN,4431.47,231,1023669.57,B,1
844,16.01.2004,17:52,ROSN,1174.33,1908,2240621.64,B,1
845,16.11.2009,1:10,ROSN,2529.58,1953,4940269.74,B,1
846,12.12.2003,23:52,ROSN,4680.43,1774,8303082.82,S,1
847,02.03.2003,13:46,ROSN,4208.16,673,2832091.68,S,1
848,18.10.2022,21:51,ROSN,4760.0,262,1247120.0,B,1
849,20.07.2002,15:06,ROSN,1725.38,29,50036.02,S,1
850,10.08.2020,6:52,ROSN,2230.52,49,109295.48,S,1
851,08.02.2012,17:23,ROSN,2035.13,1744,3549266.72,B,1
852,08.07.2016,18:35,ROSN,362.3,227,82242.1,S,1
853,29.08.2006,10:28,ROSN,3861.15,500,1930575.0,S,1
854,12.10.2016,1:57,ROSN,4738.28,1883,8922181.24,B,1
855,18.08.2005,21:14,ROSN,883.26,1495,1320473.7,S,1
856,27.08.2002,21:18,ROSN,3172.77,1793,5688776.61,B,1
857,13.07.2014,19:55,ROSN,3810.21,1585,6039182.85,B,1
858,16.01.2007,7:06,ROSN,564.38,728,410868.64,S,1
859,27.09.2004,15:28,ROSN,1498.99,45,67454.55,S,1
860,29.01.2015,18:42,ROSN,4555.98,1898,8647250.04,B,1
861,15.05.2019,22:29,ROSN,612.76,1558,954680.08,S,1
862,24.07.2013,14:00,ROSN,3780.0,197,744660.0,B,1
863,12.09.2019,6:23,ROSN,1321.11,1651,2181152.61,S,1
864,25.05.2006,17:35,ROSN,3943.51,689,2717078.39,S,1
865,09.08.2022,4:08,ROSN,2798.63,216,604504.08,B,1
866,19.11.2023,8:47,ROSN,1863.58,1467,2733871.86,B,1
867,01.01.2001,19:30,ROSN,363.53,176,63981.28,S,1
868,30.11.2020,0:27,ROSN,1542.78,40,61711.2,B,1
869,16.10.2001,1:46,ROSN,142.18,1697,241279.46,S,1
870,03.02.2016,12:24,ROSN,1200.69,651,781649.19,B,1
871,09.02.2003,8:31,ROSN,3237.05,1325,4289091.25,B,1
872,23.01.2009,4:30,ROSN,1003.09,1464,1468523.76,S,1
873,16.06.2012,8:24,ROSN,3549.26,437,1551026.62,S,1
874,07.07.2016,22:16,ROSN,1676.62,635,1064653.7,B,1
875,01.03.2013,3:22,ROSN,2279.35,307,699760.45,B,1
876,28.01.2020,3:37,ROSN,4459.98,516,2301349.68,B,1
877,30.12.2005,13:03,ROSN,1140.24,358,408205.92,S,1
878,06.07.2016,1:07,ROSN,1639.12,1318,2160360.16,B,1
879,28.07.2021,6:46,ROSN,3526.85,573,2020885.05,B,1
880,21.12.2000,1:33,ROSN,2808.89,1298,3645939.22,S,1
881,19.12.2014,7:15,ROSN,2628.96,1480,3890860.8,B,1
882,09.03.2005,3:05,ROSN,3156.54,539,1701375.06,S,1
883,02.05.2001,11:04,ROSN,1937.54,417,807954.18,B,1
884,26.03.2014,20:09,ROSN,1232.61,56,69026.16,B,1
885,24.09.2015,7:40,ROSN,1635.96,901,1473999.96,S,1
886,03.11.2007,19:14,ROSN,1979.69,1204,2383546.76,B,1
887,18.06.2011,9:01,ROSN,3528.17,1212,4276142.04,B,1
888,30.11.2011,13:10,ROSN,1388.72,812,1127640.64,B,1
889,14.02.2001,11:25,ROSN,2869.06,1332,3821587.92,B,1
890,03.06.2015,10:23,ROSN,2965.62,154,456705.48,S,1
891,21.09.2018,2:34,ROSN,3531.5,278,981757.0,B,1
892,12.06.2011,12:36,ROSN,4873.33,1776,8655034.08,B,1
893,12.12.2007,10:20,ROSN,880.92,945,832469.4,B,1
894,09.11.2012,23:06,ROSN,3810.72,1825,6954564.0,B,1
895,26.06.2001,4:17,ROSN,2880.7,1961,5649052.7,B,1
896,14.03.2012,12:54,ROSN,2417.46,1466,3543996.36,B,1
897,20.02.2011,15:50,ROSN,2618.44,764,2000488.16,S,1
898,12.06.2019,12:09,ROSN,1896.9,1630,3091947.0,B,1
899,14.01.2004,21:21,ROSN,723.85,415,300397.75,S,1
900,17.06.2021,1:42,ROSN,1173.09,1113,1305649.17,B,1
901,13.12.2006,21:54,ROSN,1327.28,77,102200.56,B,1
902,13.07.2022,13:06,ROSN,1773.73,640,1135187.2,S,1
903,28.09.2022,7:46,ROSN,1818.1,1389,2525340.9,S,1
904,01.10.2014,3:13,ROSN,96.47,259,24985.73,B,1
905,19.12.2004,12:08,ROSN,1700.2,1191,2024938.2,B,1
906,24.06.2002,10:08,ROSN,4669.43,448,2091904.64,B,1
907,09.09.2012,7:42,ROSN,3783.45,1734,6560502.3,B,1
908,27.06.2023,23:03,ROSN,2681.86,1125,3017092.5,S,1
909,23.08.2000,11:21,ROSN,2474.81,1427,3531553.87,B,1
910,30.10.2013,13:01,ROSN,1082.2,1612,1744506.4,B,1
911,07.02.2023,21:38,ROSN,199.24,134,26698.16,B,1
912,01.05.2014,16:13,ROSN,2707.33,922,2496158.26,B,1
913,28.03.2014,7:50,ROSN,1293.5,766,990821.0,B,1
914,04.10.2008,1:28,ROSN,1378.44,972,1339843.68,B,1
915,06.03.2013,14:47,ROSN,2395.27,1437,3442002.99,B,1
916,16.05.2019,3:03,ROSN,280.43,664,186205.52,S,1
917,18.01.2008,19:16,ROSN,1628.68,1908,3107521.44,S,1
918,16.03.2011,23:44,ROSN,4528.28,1148,5198465.44,B,1
919,09.01.2020,0:00,ROSN,2316.98,718,1663591.64,B,1
920,17.02.2002,18:36,ROSN,3201.47,1224,3918599.28,B,1
921,16.04.2000,16:50,ROSN,4867.15,1876,9130773.4,B,1
922,27.04.2008,14:41,ROSN,3563.83,1506,5367127.98,S,1
923,07.08.2016,13:27,ROSN,3804.17,1591,6052434.47,B,1
924,11.11.2006,18:51,ROSN,3848.93,561,2159249.73,S,1
925,29.04.2019,20:22,ROSN,1245.63,433,539357.79,S,1
926,25.05.2006,20:54,ROSN,3757.43,562,2111675.66,S,1
927,03.08.2015,16:14,ROSN,584.7,1915,1119700.5,B,1
928,17.04.2020,4:11,ROSN,2865.22,1096,3140281.12,S,1
929,01.07.2009,7:43,ROSN,741.94,353,261904.82,B,1
930,28.10.2014,13:45,ROSN,1611.94,1996,3217432.24,S,1
931,08.05.2021,2:56,ROSN,1304.54,55,71749.7,S,1
932,21.07.2017,2:20,ROSN,2927.73,675,1976217.75,B,1
933,14.04.2000,6:57,ROSN,3138.13,928,2912184.64,S,1
934,13.06.2009,12:45,ROSN,2914.57,1276,3718991.32,B,1
935,16.05.2020,13:50,ROSN,2763.25,1700,4697525.0,S,1
936,01.01.2006,15:37,ROSN,2396.78,185,443404.3,S,1
937,07.05.2015,18:28,ROSN,1979.84,1884,3730018.56,B,1
938,08.04.2012,2:53,ROSN,855.08,447,382220.76,S,1
939,13.03.2007,17:22,ROSN,2207.5,1307,2885202.5,B,1
940,01.08.2001,12:17,ROSN,4250.56,1509,6414095.04,S,1
941,27.06.2008,1:54,ROSN,4110.39,1383,5684669.37,B,1
942,08.04.2020,10:03,ROSN,1987.21,218,433211.78,S,1
943,02.07.2020,0:02,ROSN,815.75,1053,858984.75,S,1
944,24.12.2016,19:26,ROSN,437.08,105,45893.4,S,1
945,17.12.2001,23:58,ROSN,3751.11,580,2175643.8,S,1
946,12.08.2006,13:57,ROSN,1472.86,1666,2453784.76,S,1
947,21.07.2003,20:37,ROSN,3539.9,251,888514.9,B,1
948,05.12.2016,16:07,ROSN,4270.97,1543,6590106.71,B,1
949,06.05.2005,3:52,ROSN,3371.76,578,1948877.28,S,1
950,15.04.2001,0:31,ROSN,3467.0,1700,5893900.0,S,1
951,29.06.2015,7:13,ROSN,1485.55,719,1068110.45,S,1
952,19.03.2022,8:20,ROSN,3896.21,501,1952001.21,S,1
953,17.06.2011,20:40,ROSN,821.3,164,134693.2,B,1
954,31.08.2022,22:43,ROSN,1571.98,1568,2464864.64,B,1
955,19.02.2006,3:21,ROSN,1868.47,1702,3180135.94,S,1
956,10.11.2017,11:53,ROSN,4572.74,908,4152047.92,B,1
957,15.06.2023,16:21,ROSN,1914.2,917,1755321.4,B,1
958,01.04.2005,18:20,ROSN,873.91,1415,1236582.65,S,1
959,27.06.2016,4:20,ROSN,4377.76,308,1348350.08,B,1
960,23.01.2017,12:25,ROSN,2105.6,170,357952.0,B,1
961,29.04.2011,16:41,ROSN,880.19,903,794811.57,S,1
962,18.10.2006,23:27,ROSN,482.55,414,199775.7,B,1
963,13.11.2021,1:43,ROSN,3769.03,1135,4277849.05,B,1
964,14.05.2012,4:17,ROSN,2113.03,477,1007915.31,S,1
965,08.07.2010,22:57,ROSN,2852.96,1163,3317992.48,S,1
966,26.06.2018,1:02,ROSN,1100.4,1251,1376600.4,S,1
967,05.12.2015,17:38,ROSN,681.22,1621,1104257.62,B,1
968,04.07.2004,21:12,ROSN,3479.34,108,375768.72,S,1
969,03.06.2004,9:47,ROSN,1762.91,1450,2556219.5,S,1
970,17.06.2016,20:50,ROSN,3477.85,104,361696.4,B,1
971,11.11.2022,18:54,ROSN,1904.3,243,462744.9,B,1
972,11.04.2017,22:58,ROSN,4508.13,32,144260.16,S,1
973,15.03.2000,16:19,ROSN,4524.0,1701,7695324.0,B,1
974,16.08.2021,6:41,ROSN,831.23,876,728157.48,S,1
975,14.06.2022,2:26,ROSN,1677.12,1685,2825947.2,S,1
976,18.02.2020,18:00,ROSN,2197.32,548,1204131.36,S,1
977,21.11.2017,1:37,ROSN,3613.38,248,896118.24,S,1
978,16.07.2018,16:19,ROSN,3337.69,1441,4809611.29,B,1
979,09.01.2018,20:38,ROSN,2216.57,1618,3586410.26,S,1
980,04.11.2001,22:27,ROSN,1812.28,1206,2185609.68,S,1
981,06.10.2018,17:57,ROSN,2647.24,12,31766.88,B,1
982,13.05.2009,8:46,ROSN,440.6,1201,529160.6,S,1
983,19.10.2012,10:28,ROSN,2737.19,1658,4538261.02,B,1
984,01.01.2019,4:42,ROSN,3779.92,986,3727001.12,S,1
985,23.05.2009,3:01,ROSN,486.02,233,113242.66,S,1
986,30.04.2010,10:17,ROSN,2473.58,810,2003599.8,B,1
987,23.12.2017,21:58,ROSN,4568.47,128,584764.16,B,1
988,05.03.2019,22:52,ROSN,4032.93,262,1056627.66,B,1
989,05.09.2018,4:15,ROSN,4176.22,1575,6577546.5,B,1
990,22.01.2016,17:25,ROSN,1519.4,1610,2446234.0,S,1
991,30.04.2001,7:20,ROSN,4734.15,389,1841584.35,S,1
992,24.05.2012,22:47,ROSN,1622.24,1526,2475538.24,B,1
993,05.06.2020,12:18,ROSN,597.39,1563,933720.57,S,1
994,07.07.2005,22:48,ROSN,336.18,657,220870.26,B,1
995,04.07.2020,12:53,ROSN,2172.09,1855,4029226.95,S,1
996,18.09.2007,18:46,ROSN,4817.57,1692,8151328.44,S,1
997,13.02.2009,21:15,ROSN,3401.04,982,3339821.28,B,1
998,16.05.2000,2:07,ROSN,1484.54,1062,1576581.48,S,1
999,01.04.2004,5:39,ROSN,3053.31,1289,3935716.59,S,1
1000,17.12.2021,12:08,ROSN,4742.23,1589,7535403.47,S,1
